First Name,Password,E-mail,University,Module1,Module2,Module3,Module4,Module5,Module6,Role,Slogan,Total Marks,Company Name,at1,at2,at3,at4,at5,at6,atTotal
Janaye,d6493,jmusellibo@cmu.edu,Irkutsk State University,44,49,69,89,91,63,Human Resources Manager,exploit proactive metrics,67.5,"Prosacco, Gutkowski and Sipes",65,96,77,51,97,83,78.17
Andros,q5060,arewbottombp@opensource.org,Yakutsk State University,76,49,63,69,68,74,Programmer IV,e-enable strategic channels,66.5,Gutkowski-Larson,54,44,98,46,74,100,69.33
Katrinka,z9899,kchartrebq@squarespace.com,Hiiraan University,64,66,46,55,94,94,Office Assistant IV,enable integrated systems,69.83,"Stiedemann, Wyman and Cummings",67,54,55,65,67,41,58.17
Fredrick,g9215,fgerckensbr@reuters.com,Russian-Armenian (Slavonic) State University,86,84,72,97,47,56,Chief Design Engineer,exploit synergistic solutions,73.67,Herzog Group,79,82,86,58,85,42,72
Freddi,u1888Pu},fgarradbs@telegraph.co.uk,California College of Arts and Crafts,41,56,51,55,49,81,Quality Engineer,benchmark interactive experiences,55.5,"Orn, Mosciski and Tillman",92,42,92,56,84,81,74.5
Norbie,l4229s=,npfeufferbt@jiathis.com,Shanghai Institue of Foreign Trade,48,68,82,88,68,81,VP Sales,innovate visionary networks,72.5,"Adams, Kozey and Sawayn",63,93,87,100,94,49,81
Burch,v9185,bperebu@blogs.com,Preston University,88,72,77,79,63,69,Health Coach II,empower enterprise platforms,74.67,Douglas-Brakus,54,47,82,58,74,47,60.33
Ardella,v3088,aivanbv@behance.net,Lakshmibai National Institute of Physical Education,44,53,42,89,86,80,Research Associate,whiteboard magnetic relationships,65.67,Grady-Kovacek,55,79,94,65,41,68,67
Cynthy,x7187L__,ctheakerbw@independent.co.uk,Towson University,46,92,46,91,79,92,Senior Quality Engineer,deliver robust applications,74.33,"Roberts, Waelchi and Jaskolski",52,55,88,43,48,68,59
Luce,y1857TBP,lodriscollbx@mail.ru,Nagasaki Prefectural University,58,79,40,97,83,93,Chief Design Engineer,mesh wireless e-business,75,Daugherty and Sons,46,47,68,100,89,64,69
Rahal,v1970LPq,rgreenby@umich.edu,Cumberland University,58,91,52,68,99,90,Senior Quality Engineer,streamline back-end infrastructures,76.33,Blanda-Borer,71,89,98,42,65,96,76.83
Jenelle,g1112,jlyfordbz@bigcartel.com,Saint Mary's University,72,68,57,52,71,64,Account Coordinator,mesh B2B eyeballs,64,"Thiel, Hammes and Kautzer",60,50,64,47,84,47,58.67
Meggie,b2522qa,mbetunc0@kickstarter.com,University of Tirana,52,48,65,77,98,41,Clinical Specialist,generate one-to-one e-tailers,63.5,"Rempel, Sipes and Bailey",60,42,78,42,61,56,56.5
Happy,z5956,hfritchleyc1@buzzfeed.com,Ruhr-Universität Bochum,52,61,53,82,43,96,Research Assistant II,leverage collaborative channels,64.5,Rippin-Willms,70,88,71,89,87,92,82.83
Eleni,j5755!d,ewarriorc2@friendfeed.com,Medcenter One College of Nursing,71,74,47,87,75,69,Internal Auditor,redefine back-end portals,70.5,"King, Toy and Herman",91,99,88,62,91,87,86.33
Lizette,u3122ZO,llucioc3@webmd.com,Southern New Hampshire University,99,85,93,59,74,47,Tax Accountant,deliver wireless models,76.17,Moore Inc,72,80,60,90,67,46,69.17
Waylan,y4131&+,wwhitechurchc4@wix.com,"University of Wales, Swansea",48,99,95,90,52,41,Compensation Analyst,envisioneer bleeding-edge metrics,70.83,Bayer-Kuhlman,57,59,90,97,83,55,73.5
Ira,o3707,iputleyc5@economist.com,Fachhochschule Nordhessen,97,99,52,60,64,50,Software Engineer III,evolve granular content,70.33,"Strosin, Donnelly and Bailey",75,99,71,89,67,43,74
Garv,o2403D4,ghakingc6@dell.com,Cape Peninsula University of Technology,40,95,60,77,89,48,Physical Therapy Assistant,transition intuitive architectures,68.17,Glover and Sons,41,85,100,54,53,51,64
Carolyne,h0999|zK,cmanktelowc7@furl.net,St. Meinrad College,69,88,62,58,97,81,Structural Engineer,engage dynamic metrics,75.83,"Nitzsche, Waelchi and Lebsack",55,55,65,61,87,44,61.17
Krispin,l3957<%9,kfaltskogc8@cisco.com,Eelo American University,100,76,68,95,61,93,Senior Developer,matrix innovative web services,82.17,Walsh-Aufderhar,47,54,77,65,55,89,64.5
Nancey,f1849,ndeboickc9@nps.gov,University of Management & Technology,95,87,42,46,94,99,Chemical Engineer,utilize impactful partnerships,77.17,Corkery Inc,63,83,60,62,73,60,66.83
Veronica,a4998,vcadneyca@columbia.edu,Barry University,56,73,99,52,82,96,Executive Secretary,harness rich e-services,76.33,"Quitzon, Keebler and Prosacco",56,49,86,71,41,69,62
Iosep,e8045),iewolscb@nifty.com,Free University of Tbilisi,67,68,95,71,81,50,Sales Representative,scale compelling functionalities,72,Upton LLC,59,90,99,80,75,79,80.33
Ingeberg,c7210+t3,ipricecc@bbb.org,Nova Southeastern University,50,96,78,42,53,48,Compensation Analyst,transition turn-key technologies,61.17,Smith-Hagenes,92,41,84,55,67,87,71
Powell,e8186*,pklugercd@behance.net,Azad Jammu and Kashmir University,51,69,62,68,83,51,Research Associate,orchestrate bricks-and-clicks channels,64,Torp-Daugherty,69,92,85,52,84,42,70.67
Reggie,x9614Y,rgrintce@sohu.com,Catholic University of Korea,60,41,66,42,82,88,VP Product Management,whiteboard bricks-and-clicks partnerships,63.17,Hessel-Langosh,67,93,86,72,42,93,75.5
Lanny,p3203,llowescf@answers.com,Aomori University,90,97,90,92,81,73,GIS Technical Architect,implement open-source metrics,87.17,Ziemann Group,52,47,58,94,71,46,61.33
Wynn,e3531)|,wmuehlecg@twitpic.com,Universidad de Valencia,60,48,87,99,76,52,Community Outreach Specialist,leverage open-source infomediaries,70.33,Quigley and Sons,60,69,72,75,87,71,72.33
Cicily,k6208,creynerch@imgur.com,University of Maine (System),91,48,57,41,53,52,Mechanical Systems Engineer,unleash turn-key web services,57,"Labadie, Bahringer and Lindgren",47,74,84,62,45,79,65.17
Ludovika,l8755,lclitheroeci@wikispaces.com,DePauw University,57,90,45,74,42,80,Human Resources Assistant I,iterate compelling vortals,64.67,Effertz-Haag,52,93,99,97,64,48,75.5
Jens,j5068g,jcroalcj@dailymotion.com,Ecole Centrale de Lyon,61,45,64,58,68,53,Graphic Designer,recontextualize vertical applications,58.17,Legros and Sons,69,79,99,86,55,63,75.17
Dottie,d5439dw,dpirazzick@ucoz.ru,Wuhan Transportation University,61,69,71,94,50,72,Occupational Therapist,orchestrate plug-and-play deliverables,69.5,"Nitzsche, Schmitt and Feest",60,65,48,90,72,44,63.17
Rena,s0874Bd,rgreatrexcl@columbia.edu,Schiller International University,85,93,84,57,43,93,Statistician IV,redefine leading-edge relationships,75.83,Roberts-Paucek,41,42,88,95,80,66,68.67
Bianca,y0716,bdoucettecm@eventbrite.com,Nugaal University,98,90,70,40,80,62,Senior Developer,e-enable rich technologies,73.33,"Thompson, Johnston and Schaefer",45,61,40,52,43,48,48.17
Agatha,t5894k%?,aferrerascn@soup.io,Shihezi University ,52,51,42,51,77,46,Teacher,aggregate bricks-and-clicks functionalities,53.17,Green-Johnston,47,88,75,60,80,93,73.83
Baxter,w6587,blambleco@geocities.com,"University of Maine, Orono",99,88,60,86,65,81,Professor,iterate out-of-the-box deliverables,79.83,Purdy-Schumm,94,69,43,93,51,59,68.17
Prent,t9549I%,ppenticootcp@bing.com,Universidad Nacional de La Matanza,92,73,76,62,90,66,Systems Administrator IV,engage out-of-the-box partnerships,76.5,Weimann-Goyette,56,44,50,69,90,81,65
Kippar,w4779,kescottcq@adobe.com,Royal Danish School of Educational Sciences,84,60,86,79,45,91,Chemical Engineer,strategize B2C web-readiness,74.17,"Ritchie, O'Connell and Crona",89,66,50,92,62,40,66.5
Hynda,i0349,hearycr@google.co.uk,Massachusetts College of Art,64,70,58,44,70,60,Cost Accountant,aggregate B2B e-markets,61,Murazik Inc,53,61,45,48,67,96,61.67
Kara,g45228Bz,kbraggercs@blogtalkradio.com,Soran University,63,67,84,88,75,49,Office Assistant IV,aggregate real-time metrics,71,"Murphy, Hodkiewicz and Shanahan",65,50,98,63,59,88,70.5
Bettye,b7556UYo,bnootct@simplemachines.org,Landmark University,61,64,56,91,55,82,Geological Engineer,transition one-to-one mindshare,68.17,Dickens-Nienow,70,61,50,74,63,62,63.33
Kristal,t8324S,kmaccartcu@spiegel.de,European Management Center Paris,89,60,60,47,95,57,Civil Engineer,generate rich synergies,68,Bauch-Gutmann,81,84,43,75,93,49,70.83
Tasha,a2659,tjoviciccv@deliciousdays.com,Instituto Nacional de Matemática Pura e Aplicada - IMPA,72,84,91,80,48,62,Structural Engineer,seize distributed applications,72.83,"Weissnat, McDermott and Moore",48,80,94,86,57,56,70.17
Lucine,y3738,lsmallwoodcw@google.it,Kingston College,61,65,80,44,72,70,Senior Sales Associate,maximize revolutionary niches,65.33,Wisozk-Prohaska,46,75,85,98,82,99,80.83
Anthea,l9770@fm,aleacx@bluehost.com,Masinde Muliro University of Science and Technology,65,85,54,100,64,75,Senior Editor,benchmark best-of-breed methodologies,73.83,Labadie LLC,90,70,62,68,54,80,70.67
Heddi,r76902i,hgoodenoughcy@youtu.be,Illinois College of Optometry,84,89,58,74,69,91,Research Assistant III,harness plug-and-play technologies,77.5,"Wilderman, Mayert and Bruen",60,70,66,58,68,66,64.67
Clary,j20844>,cfrostdickecz@hostgator.com,"City University of New York, Lehman College",69,70,80,63,57,99,Assistant Professor,matrix B2C systems,73,"Harris, Reilly and Brakus",78,54,94,91,83,58,76.33
Raleigh,n5093`c#,rbrandrethd0@woothemes.com,Ecole Normale Supérieure de Paris,83,48,59,60,40,68,Account Coordinator,benchmark clicks-and-mortar action-items,59.67,Ryan and Sons,100,43,67,57,80,52,66.5
Joly,m6673s,jphorsbyd1@china.com.cn,Universitas Janabadra,74,70,71,94,76,91,Accounting Assistant III,engage ubiquitous infrastructures,79.33,"Towne, Kub and Boehm",42,81,46,61,88,46,60.67
Mirelle,a3900},mreisend2@deviantart.com,Universidad Autónoma de Aguascalientes,90,69,92,85,56,93,Administrative Assistant III,deploy mission-critical web services,80.83,Bernier Inc,98,99,70,44,92,95,83
Michel,h00005,mmckeighend3@squidoo.com,Hannam University,80,93,43,51,81,100,Business Systems Development Analyst,innovate web-enabled networks,74.67,Glover-Kuhlman,85,63,89,78,80,56,75.17
Judon,h6163+,jvillard4@dion.ne.jp,Lane College,49,41,69,65,67,90,Librarian,productize 24/7 channels,63.5,Kuhic Group,66,66,43,80,66,66,64.5
Valentine,g3646,vdouthwaited5@i2i.jp,Manhattan College,66,81,80,90,68,71,Speech Pathologist,matrix open-source synergies,76,White-Hackett,53,53,60,91,98,86,73.5
Trev,h4612,tgouded6@flickr.com,Université de Cocody,78,91,62,57,55,90,Software Consultant,incentivize extensible metrics,72.17,"Bergstrom, Oberbrunner and Barton",75,88,41,94,99,43,73.33
Paddie,k3167eJy,pparkynd7@google.fr,"Universidad de Puerto Rico, Carolina",84,43,69,51,51,80,Marketing Manager,transform B2B methodologies,63,Connelly LLC,74,47,71,58,69,65,64
Kare,e4821#,kennord8@typepad.com,Carthage College,67,94,99,70,91,99,Senior Cost Accountant,benchmark interactive functionalities,86.67,Lubowitz and Sons,45,47,70,48,100,57,61.17
Lucian,y0209b/,lsnard9@squidoo.com,Sylhet International University,91,80,91,86,43,41,Administrative Assistant II,streamline magnetic relationships,72,"Stroman, Goldner and Schowalter",65,43,55,61,73,56,58.83
Chip,h0802@4e,cunsworthda@wikimedia.org,John F. Kennedy University,41,56,100,40,62,66,Associate Professor,unleash cross-media networks,60.83,"Sauer, Wisozk and Corkery",46,95,76,72,44,77,68.33
Jocelin,q1529`r,jdjokovicdb@va.gov,Universidad Nacional Agraria de la Selva,56,97,81,83,74,95,Human Resources Assistant I,exploit 24/7 systems,81,"Rogahn, Hauck and Zboncak",89,64,51,73,52,74,67.17
Jerad,z9284,jjillinsdc@google.ru,Amravati University,42,61,50,75,57,96,Food Chemist,incentivize clicks-and-mortar e-commerce,63.5,Weber-Bernhard,53,52,93,78,56,92,70.67
Josh,l9055A,jdragondd@hatena.ne.jp,Technological University (Myeik),88,68,84,44,96,55,General Manager,aggregate revolutionary channels,72.5,"Hartmann, Mills and Huel",40,74,92,88,69,42,67.5
Tobiah,h7865a/J,tfransinellide@fotki.com,Escuela Politécnica Nacional,40,45,100,67,78,65,Structural Analysis Engineer,cultivate sexy solutions,65.83,Marquardt LLC,78,89,67,57,91,94,79.33
Sula,a4421YI/,slemmdf@dedecms.com,Universidad Autónoma de Aguascalientes,89,82,57,68,82,77,Automation Specialist IV,cultivate synergistic applications,75.83,Glover and Sons,45,89,45,73,91,77,70
Cyrille,m7685,cjacobovitzdg@cnet.com,Université Pierre et Marie Curie (Paris VI),94,70,75,92,68,79,Geological Engineer,target rich technologies,79.67,Hyatt and Sons,100,76,57,59,97,94,80.5
Marji,f76144,mmcgeaneydh@house.gov,Henderson State Univerisity,48,55,84,46,53,79,Programmer Analyst IV,redefine customized relationships,60.83,Schinner LLC,57,88,76,90,69,64,74
Ollie,"y3686,V#",osoaperdi@nih.gov,Academy of Economics in Cracow,98,65,41,42,80,90,Geologist III,engineer turn-key interfaces,69.33,Veum-Schoen,91,52,79,68,95,96,80.17
Gerhardine,v7502s,gcaudelldj@is.gd,Cleveland State University,42,63,56,88,53,45,Marketing Assistant,iterate plug-and-play metrics,57.83,"Conroy, Pfeffer and Ledner",42,90,64,41,60,80,62.83
Jone,c7793,jchisolmdk@networksolutions.com,Academy of Public Administration of Belarus,73,65,50,44,52,47,Software Engineer III,transform bleeding-edge infomediaries,55.17,Lynch-Rolfson,100,46,87,95,51,42,70.17
Wye,s5946,wwagstaffdl@zimbio.com,University of Advancing Technology (UAT),94,72,49,68,71,78,General Manager,evolve ubiquitous bandwidth,72,Schinner-Terry,72,58,78,95,63,82,74.67
Mair,m5660,mmacbeydm@yandex.ru,Tehran University of Teacher Training,42,96,51,98,66,77,Desktop Support Technician,exploit collaborative architectures,71.67,Kris LLC,76,80,74,59,57,52,66.33
Gale,b5273.,gcasementdn@vk.com,Universidad de Puerto Rico,43,77,88,98,66,100,General Manager,transition frictionless mindshare,78.67,Heller LLC,90,40,70,78,86,89,75.5
Caitlin,g5176*,cshyresdo@ibm.com,University of Northeastern Philippines,53,47,61,72,55,87,Statistician I,deploy next-generation functionalities,62.5,Jerde and Sons,87,49,100,78,89,71,79
Maximilian,i1762,mpieraccidp@4shared.com,Universitas Jambi,73,43,70,70,48,44,Senior Quality Engineer,maximize global e-tailers,58,Gottlieb Group,49,79,60,88,87,64,71.17
Jewelle,p3858,jscantleberrydq@hp.com,Tokai Women's College,88,97,60,74,82,82,Paralegal,incentivize bleeding-edge infrastructures,80.5,"Jakubowski, Bauch and Pfeffer",55,45,86,41,83,51,60.17
Orville,l7138h,ogregdr@webeden.co.uk,Ambrose Alli University,82,68,72,55,59,56,Budget/Accounting Analyst III,cultivate cutting-edge networks,65.33,"Stamm, Abshire and Christiansen",78,75,61,94,72,76,76
Madeline,m16672A',mskowcraftds@fc2.com,"Universidad Católica Boliviana, La Paz",60,74,74,71,91,74,Graphic Designer,enable mission-critical networks,74,Ziemann LLC,64,82,86,79,78,97,81
Hughie,f9539>bX,hinglefielddt@google.co.uk,Indiana University (System),43,61,43,73,59,51,Financial Analyst,recontextualize best-of-breed e-services,55,Sawayn-Mann,56,47,90,71,87,56,67.83
Roch,x6095,rlugdendu@cargocollective.com,University of Texas at El Paso,92,90,41,70,94,58,Environmental Specialist,redefine seamless markets,74.17,Nader and Sons,97,91,96,69,60,93,84.33
Gilli,k9145,gcicconettiidv@amazon.co.jp,University of Prince Edward Island,85,85,74,71,73,99,Software Engineer IV,transform innovative ROI,81.17,"Lesch, Oberbrunner and Abbott",73,75,86,85,42,89,75
